Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,Conf_x_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,Conf_y_x,BPI(O)_x,BPI(D)_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Conf_x_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,Conf_y_y,BPI(O)_y,BPI(D)_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
2015,PI,PI,-3,11,Mississippi,94,11,BYU,90,26,65,SEC,13.88,114.5,100.6,66.2,7.1,107.3,100.2,SEC,7.3,0.9,21.0,13.0,72.8,68.4,4.38,7.01,9.33,2.07,11.39,-0.2467105263157895,WCC,16.69,119.4,102.7,70.4,3.96,107.0,103.0,WCC,14.6,-4.4,25.0,10.0,83.7,73.2,10.57,5.02,18.11,-4.57,13.53,-0.3578216374269005
2015,PI,PI,-2,11,Dayton,56,11,Boise St.,55,42,65,A10,14.24,109.2,95.0,63.4,3.39,105.4,102.0,A 10,2.7,6.7,27.0,9.0,67.8,60.8,6.92,4.06,2.88,8.1,10.98,-0.0480263157894736,MWC,13.85,111.9,98.1,62.8,0.94,104.8,103.9,Mountain West,4.2,3.9,25.0,9.0,70.3,60.1,10.15,1.38,4.57,5.44,10.01,-0.3223684210526314
2015,PI,PI,-1,16,Robert Morris,81,16,North Florida,77,50,65,NEC,-1.39,103.1,104.5,65.4,-4.59,102.7,107.3,NEC,-0.1,-0.4,20.0,15.0,69.0,68.5,0.49,-3.5,-1.1,-1.92,-3.02,0.1173245614035088,ASun,2.26,108.4,106.2,67.1,-7.19,101.0,108.2,ASUN,5.5,-2.8,23.0,12.0,75.7,68.1,7.6,-5.94,4.01,-4.82,-0.82,
2015,1,NW,1,1,Kentucky,79,16,Hampton,56,1,2,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,SEC,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.4377055921052632,MEAC,-7.4,96.6,104.0,69.2,-7.48,99.5,106.9,MEAC,-1.3,-2.5,17.0,18.0,67.0,68.2,-1.17,-7.08,-2.46,-5.79,-8.25,0.3592105263157895
2015,1,NW,2,8,Cincinnati,66,9,Purdue,65,3,4,Amer,14.15,108.2,94.0,59.8,3.39,104.9,101.5,American,-2.3,11.0,23.0,11.0,62.1,55.8,6.32,4.4,-1.19,11.91,10.72,-0.2780320366132722,B10,13.96,110.9,97.0,64.3,7.45,109.0,101.6,Big Ten,4.6,5.3,21.0,13.0,69.9,64.6,5.29,7.64,6.22,6.71,12.93,-0.3323502722323049
2015,1,NW,3,5,West Virginia,68,12,Buffalo,62,5,6,B12,17.64,112.6,94.9,67.9,9.56,108.9,99.3,Big 12,8.0,3.5,25.0,10.0,72.6,66.8,5.83,9.29,10.53,4.59,15.12,0.1641081871345029,MAC,11.87,111.3,99.4,68.3,1.83,106.0,104.2,MAC,7.1,0.4,23.0,10.0,74.6,68.3,6.33,1.6,8.32,-0.39,7.93,0.0180921052631579
2015,1,NW,4,4,Maryland,65,13,Valparaiso,62,7,8,B10,15.68,111.3,95.7,63.9,7.15,108.3,101.1,Big Ten,4.1,6.4,28.0,7.0,69.1,63.4,5.69,7.63,5.42,7.9,13.32,0.1290045766590389,Horz,11.13,107.4,96.3,62.3,-2.06,104.2,106.3,Horizon,0.6,5.1,28.0,6.0,69.6,59.4,10.15,-2.0,-0.19,6.48,6.29,0.0285087719298245
2015,1,NW,5,6,Butler,56,11,Texas,48,9,10,BE,20.09,110.2,90.1,63.2,9.72,110.6,100.9,Big East,3.5,9.3,23.0,11.0,69.0,61.0,8.03,8.62,5.06,11.58,16.64,0.7289473684210528,B12,18.94,112.4,93.4,62.0,9.52,108.3,98.8,Big 12,4.0,8.5,20.0,14.0,67.4,60.3,7.09,9.07,5.33,10.83,16.16,-0.1256805807622504
2015,1,NW,6,3,Notre Dame,69,14,Northeastern,65,11,12,ACC,24.96,125.4,100.4,63.4,7.59,107.7,100.1,ACC,13.0,2.8,32.0,6.0,78.0,65.8,12.21,7.02,14.99,4.24,19.23,-0.0560941828254847,CAA,5.12,108.3,103.1,63.3,-1.29,104.5,105.7,CAA,1.4,1.2,23.0,12.0,68.5,65.1,3.37,-1.34,0.68,1.35,2.03,-0.1611842105263157
2015,1,NW,7,7,Wichita St.,81,10,Indiana,76,13,14,MVC,22.21,115.8,93.6,62.3,3.24,105.5,102.3,MVC,5.1,8.6,30.0,5.0,70.3,57.4,12.91,3.68,5.57,9.99,15.56,0.0741626794258373,B10,13.83,119.8,106.0,66.6,6.92,107.8,100.9,Big Ten,11.5,-1.9,20.0,14.0,77.4,71.7,5.74,7.2,14.4,-1.47,12.94,-0.1154970760233918
2015,1,NW,8,2,Kansas,75,15,New Mexico St.,56,15,16,B12,22.72,114.5,91.8,67.0,13.17,110.6,97.4,Big 12,8.9,5.5,27.0,9.0,71.1,64.8,6.33,12.13,11.13,7.34,18.47,0.0206258890469417,WAC,6.63,107.4,100.8,63.0,-5.37,101.1,106.5,WAC,0.8,3.7,23.0,11.0,68.1,59.8,8.32,-3.67,0.55,3.16,3.71,-0.1920230263157895
2015,1,SW,9,1,Wisconsin,86,16,Coastal Carolina,72,17,18,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,Big Ten,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2757675438596491,BSth,2.38,106.7,104.3,64.1,-6.45,102.2,108.6,Big South,-0.4,3.0,24.0,10.0,71.7,62.4,9.32,-6.18,-0.89,-0.13,-1.02,-0.0279605263157894
2015,1,SW,10,8,Oregon,79,9,Oklahoma St.,73,19,20,P12,13.88,115.2,101.3,66.6,7.28,108.4,101.1,Pac-12,7.1,-3.5,26.0,10.0,75.4,70.8,4.53,7.65,10.74,0.68,11.43,0.4038461538461538,B12,14.92,111.8,96.8,63.3,10.42,108.2,97.8,Big 12,3.6,6.0,18.0,14.0,67.5,62.8,4.66,9.63,5.43,7.52,12.95,-0.0118421052631578
2015,1,SW,11,5,Arkansas,56,12,Wofford,53,21,22,SEC,16.44,114.7,98.3,69.3,6.09,107.2,101.1,SEC,10.4,-0.4,27.0,9.0,77.4,70.1,7.28,6.79,13.97,0.1,14.07,0.2691647597254004,SC,6.72,105.2,98.5,60.5,-3.98,104.0,108.0,Southern,-2.7,7.0,28.0,7.0,66.6,59.7,6.91,-2.98,-5.13,7.7,2.56,-0.1749999999999999
2015,1,SW,12,4,North Carolina,67,13,Harvard,65,23,24,ACC,23.85,119.1,95.3,69.2,12.76,111.1,98.3,ACC,14.9,2.9,26.0,12.0,77.7,68.8,8.87,11.76,17.1,3.54,20.63,0.4583978328173375,Ivy,9.23,104.8,95.6,61.1,-0.18,104.3,104.5,Ivy,-1.7,7.8,22.0,8.0,64.2,57.6,6.63,-0.25,-3.18,7.65,4.47,0.1463815789473684
2015,1,SW,13,6,Xavier,76,11,Mississippi,57,25,26,BE,19.49,116.6,97.1,65.0,10.29,109.5,99.2,Big East,8.4,1.1,23.0,14.0,73.3,67.4,5.95,9.48,11.02,4.4,15.42,0.090080971659919,SEC,13.88,114.5,100.6,66.2,7.1,107.3,100.2,SEC,7.3,0.9,21.0,13.0,72.8,68.4,4.38,7.01,9.33,2.07,11.39,-0.2467105263157895
2015,1,SW,14,3,Baylor,56,14,Georgia St.,57,27,28,B12,22.14,116.6,94.5,61.5,10.22,108.9,98.7,Big 12,4.8,8.8,24.0,10.0,69.1,60.2,8.85,9.33,6.46,11.39,17.85,-0.2061403508771929,SB,10.32,111.6,101.3,62.4,-1.47,102.4,103.9,Sun Belt,4.0,3.6,25.0,10.0,71.4,62.4,9.0,-2.03,2.07,3.4,5.47,0.1567982456140351
2015,1,SW,15,7,VCU,72,10,Ohio St.,75,29,30,A10,16.27,111.1,94.9,66.5,6.65,107.9,101.2,A 10,8.3,3.7,26.0,10.0,72.5,65.8,6.69,6.1,9.1,3.69,12.79,-0.1026315789473684,B10,20.75,115.6,94.8,65.2,6.76,108.1,101.4,Big Ten,9.7,6.6,24.0,11.0,75.3,63.0,12.31,7.37,11.93,7.76,19.68,-0.1360645933014353
2015,1,SW,16,2,Arizona,93,15,Texas Southern,72,31,32,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,Pac-12,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1994969040247677,SWAC,-3.84,104.1,107.9,63.3,-6.74,100.0,106.8,SWAC,-0.4,-2.6,22.0,13.0,68.3,68.2,0.11,-6.09,-1.74,-4.23,-5.98,0.3925438596491228
2015,1,NE,17,1,Villanova,93,16,Louisiana,52,33,34,BE,30.65,122.7,92.0,64.2,7.67,108.2,100.6,Big East,10.8,8.5,33.0,3.0,76.5,60.9,15.58,7.55,12.87,10.26,23.13,0.2173684210526316,SB,3.59,106.0,102.4,69.9,-3.14,102.0,105.2,Sun Belt,5.8,-3.5,22.0,14.0,77.5,70.0,7.47,-3.61,6.04,-5.22,0.82,-0.1140350877192982
2015,1,NE,18,8,North Carolina St.,66,9,LSU,65,35,36,ACC,15.93,114.9,98.9,64.1,9.84,109.3,99.5,ACC,6.4,4.0,22.0,14.0,70.1,65.8,4.39,9.72,8.3,5.8,14.11,0.2023993808049536,SEC,13.76,108.9,95.1,69.3,5.09,106.2,101.2,SEC,7.0,0.8,22.0,11.0,73.4,67.7,5.76,5.63,10.21,1.18,11.39,0.1103801169590643
2015,1,NE,19,5,Northern Iowa,71,12,Wyoming,54,37,38,MVC,20.98,116.3,95.3,58.2,1.42,104.4,103.0,MVC,0.9,10.9,31.0,4.0,65.2,54.6,10.54,2.0,0.88,11.66,12.54,0.078125,MWC,5.67,104.8,99.1,59.1,-1.04,103.0,104.1,Mountain West,-4.8,7.7,25.0,10.0,61.5,56.4,5.06,-0.04,-4.06,7.88,3.81,0.1184210526315789
2015,1,NE,20,4,Louisville,57,13,UC Irvine,55,39,40,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,ACC,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3717105263157896,BW,7.09,106.3,99.2,63.4,0.9,104.7,103.8,Big West,1.3,4.0,21.0,13.0,67.5,62.1,5.35,0.45,-0.23,3.87,3.63,0.2565789473684211
2015,1,NE,21,6,Providence,53,11,Dayton,66,41,42,BE,16.72,112.6,95.9,65.2,10.26,109.7,99.4,Big East,5.8,4.6,22.0,12.0,69.7,65.5,4.21,9.5,7.44,6.27,13.71,-0.0055668016194331,A10,14.24,109.2,95.0,63.4,3.39,105.4,102.0,A 10,2.7,6.7,27.0,9.0,67.8,60.8,6.92,4.06,2.88,8.1,10.98,-0.0480263157894736
2015,1,NE,22,3,Oklahoma,69,14,Albany,60,43,44,B12,22.8,112.5,89.7,66.7,11.0,110.2,99.2,Big 12,7.4,6.6,24.0,11.0,71.5,62.7,8.71,9.94,9.42,9.23,18.65,-0.2283138401559453,AE,3.29,107.2,103.9,60.8,-5.5,100.4,105.9,Am. East,-1.5,3.9,24.0,9.0,65.3,60.5,4.85,-5.18,-3.2,2.86,-0.34,0.0986842105263158
2015,1,NE,23,7,Michigan St.,70,10,Georgia,63,45,46,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,Big Ten,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3788200339558574,SEC,15.09,109.6,94.5,64.1,8.73,108.6,99.9,SEC,3.9,4.8,21.0,12.0,68.2,64.4,3.82,8.6,5.49,6.93,12.42,-0.506578947368421
2015,1,NE,24,2,Virginia,79,15,Belmont,67,47,48,ACC,30.06,115.6,85.5,58.0,8.21,108.5,100.3,ACC,1.9,17.7,30.0,4.0,65.4,51.5,13.91,7.81,2.12,19.6,21.73,-0.4263157894736841,OVC,2.27,110.2,107.9,66.9,-3.33,102.4,105.7,OVC,5.9,-3.9,22.0,11.0,74.2,70.6,3.64,-2.77,5.55,-5.2,0.35,-0.1307565789473684
2015,1,SE,25,1,Duke,85,16,Robert Morris,56,49,50,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,ACC,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.2414108187134504,NEC,-1.39,103.1,104.5,65.4,-4.59,102.7,107.3,NEC,-0.1,-0.4,20.0,15.0,69.0,68.5,0.49,-3.5,-1.1,-1.92,-3.02,0.1173245614035088
2015,1,SE,26,8,San Diego St.,76,9,St. John's,64,51,52,MWC,15.95,104.9,89.0,60.4,3.63,106.1,102.5,Mountain West,-3.3,11.0,27.0,9.0,61.8,53.9,7.97,4.24,-2.5,14.31,11.81,-0.3989661654135338,BE,13.7,110.7,97.0,66.7,8.72,109.0,100.3,Big East,6.3,2.9,21.0,12.0,71.0,67.9,3.12,9.04,7.19,4.66,11.85,-0.3402255639097744
2015,1,SE,27,5,Utah,57,12,Stephen F. Austin,50,53,54,P12,27.24,116.4,89.2,60.5,8.19,108.8,100.6,Pac-12,5.0,11.3,26.0,9.0,71.3,57.1,14.2,7.42,6.09,14.89,20.98,0.1813322368421052,Slnd,13.64,113.9,100.3,65.4,-5.56,102.2,107.7,Southland,6.9,1.9,29.0,5.0,78.6,64.4,14.24,-4.2,7.22,1.39,8.61,0.1026315789473684
2015,1,SE,28,4,Georgetown,84,13,Eastern Washington,74,55,56,BE,19.13,114.3,95.1,64.0,10.23,110.5,100.3,Big East,6.0,4.3,22.0,11.0,70.9,65.2,5.67,9.81,8.11,7.37,15.48,-0.0852272727272726,BSky,3.25,112.9,109.6,68.2,-3.75,104.2,108.0,Big Sky,9.9,-7.0,26.0,9.0,80.6,73.9,6.63,-3.84,9.2,-8.41,0.79,-0.1644736842105262
2015,1,SE,29,6,SMU,59,11,UCLA,60,57,58,Amer,17.51,113.1,95.6,63.1,2.52,105.3,102.8,American,3.3,6.5,27.0,7.0,69.1,59.8,9.35,3.57,4.59,8.35,12.94,-0.5223684210526315,P12,14.65,112.9,98.2,65.8,8.4,107.9,99.5,Pac-12,5.8,-1.0,22.0,14.0,71.9,68.1,3.81,8.27,8.94,3.14,12.07,0.3679511278195489
2015,1,SE,30,3,Iowa St.,59,14,UAB,60,59,60,B12,21.49,119.0,97.5,69.6,10.59,109.0,98.5,Big 12,12.7,1.1,25.0,9.0,77.8,69.0,8.79,9.15,15.84,2.1,17.94,-0.0864661654135337,CUSA,3.06,104.9,101.9,64.7,0.29,103.9,103.6,C-USA,1.9,-1.3,20.0,16.0,68.8,68.1,0.67,1.62,1.98,-0.05,1.94,-0.0891148325358851
2015,1,SE,31,7,Iowa,83,10,Davidson,52,61,62,B10,19.02,114.2,95.1,63.7,8.58,108.9,100.4,Big Ten,5.6,6.5,22.0,12.0,69.8,62.3,7.44,8.39,7.02,8.81,15.83,-0.1828947368421052,A10,15.0,119.7,104.7,66.7,3.16,105.3,102.2,A 10,11.2,-0.9,24.0,8.0,79.0,69.4,9.63,3.19,13.12,-1.16,11.97,-0.0424641148325358
2015,1,SE,32,2,Gonzaga,86,15,North Dakota St.,76,63,64,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,WCC,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.1331578947368421,Sum,1.41,103.8,102.4,60.8,-4.21,102.9,107.1,Summit,-4.0,2.9,23.0,10.0,64.9,62.3,2.55,-3.63,-5.08,3.36,-1.72,0.3092105263157895
2015,2,NW,33,1,Kentucky,64,8,Cincinnati,51,1,3,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,SEC,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.4377055921052632,Amer,14.15,108.2,94.0,59.8,3.39,104.9,101.5,American,-2.3,11.0,23.0,11.0,62.1,55.8,6.32,4.4,-1.19,11.91,10.72,-0.2780320366132722
2015,2,NW,34,4,Maryland,59,5,West Virginia,69,7,5,B10,15.68,111.3,95.7,63.9,7.15,108.3,101.1,Big Ten,4.1,6.4,28.0,7.0,69.1,63.4,5.69,7.63,5.42,7.9,13.32,0.1290045766590389,B12,17.64,112.6,94.9,67.9,9.56,108.9,99.3,Big 12,8.0,3.5,25.0,10.0,72.6,66.8,5.83,9.29,10.53,4.59,15.12,0.1641081871345029
2015,2,NW,35,3,Notre Dame,67,6,Butler,64,11,9,ACC,24.96,125.4,100.4,63.4,7.59,107.7,100.1,ACC,13.0,2.8,32.0,6.0,78.0,65.8,12.21,7.02,14.99,4.24,19.23,-0.0560941828254847,BE,20.09,110.2,90.1,63.2,9.72,110.6,100.9,Big East,3.5,9.3,23.0,11.0,69.0,61.0,8.03,8.62,5.06,11.58,16.64,0.7289473684210528
2015,2,NW,36,2,Kansas,65,7,Wichita St.,78,15,13,B12,22.72,114.5,91.8,67.0,13.17,110.6,97.4,Big 12,8.9,5.5,27.0,9.0,71.1,64.8,6.33,12.13,11.13,7.34,18.47,0.0206258890469417,MVC,22.21,115.8,93.6,62.3,3.24,105.5,102.3,MVC,5.1,8.6,30.0,5.0,70.3,57.4,12.91,3.68,5.57,9.99,15.56,0.0741626794258373
2015,2,SW,37,1,Wisconsin,72,8,Oregon,65,17,19,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,Big Ten,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2757675438596491,P12,13.88,115.2,101.3,66.6,7.28,108.4,101.1,Pac-12,7.1,-3.5,26.0,10.0,75.4,70.8,4.53,7.65,10.74,0.68,11.43,0.4038461538461538
2015,2,SW,38,4,North Carolina,87,5,Arkansas,78,23,21,ACC,23.85,119.1,95.3,69.2,12.76,111.1,98.3,ACC,14.9,2.9,26.0,12.0,77.7,68.8,8.87,11.76,17.1,3.54,20.63,0.4583978328173375,SEC,16.44,114.7,98.3,69.3,6.09,107.2,101.1,SEC,10.4,-0.4,27.0,9.0,77.4,70.1,7.28,6.79,13.97,0.1,14.07,0.2691647597254004
2015,2,SW,39,6,Xavier,75,14,Georgia St.,67,25,28,BE,19.49,116.6,97.1,65.0,10.29,109.5,99.2,Big East,8.4,1.1,23.0,14.0,73.3,67.4,5.95,9.48,11.02,4.4,15.42,0.090080971659919,SB,10.32,111.6,101.3,62.4,-1.47,102.4,103.9,Sun Belt,4.0,3.6,25.0,10.0,71.4,62.4,9.0,-2.03,2.07,3.4,5.47,0.1567982456140351
2015,2,SW,40,2,Arizona,73,10,Ohio St.,58,31,30,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,Pac-12,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1994969040247677,B10,20.75,115.6,94.8,65.2,6.76,108.1,101.4,Big Ten,9.7,6.6,24.0,11.0,75.3,63.0,12.31,7.37,11.93,7.76,19.68,-0.1360645933014353
2015,2,NE,41,1,Villanova,68,8,North Carolina St.,71,33,35,BE,30.65,122.7,92.0,64.2,7.67,108.2,100.6,Big East,10.8,8.5,33.0,3.0,76.5,60.9,15.58,7.55,12.87,10.26,23.13,0.2173684210526316,ACC,15.93,114.9,98.9,64.1,9.84,109.3,99.5,ACC,6.4,4.0,22.0,14.0,70.1,65.8,4.39,9.72,8.3,5.8,14.11,0.2023993808049536
2015,2,NE,42,4,Louisville,66,5,Northern Iowa,53,39,37,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,ACC,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3717105263157896,MVC,20.98,116.3,95.3,58.2,1.42,104.4,103.0,MVC,0.9,10.9,31.0,4.0,65.2,54.6,10.54,2.0,0.88,11.66,12.54,0.078125
2015,2,NE,43,3,Oklahoma,72,11,Dayton,66,43,42,B12,22.8,112.5,89.7,66.7,11.0,110.2,99.2,Big 12,7.4,6.6,24.0,11.0,71.5,62.7,8.71,9.94,9.42,9.23,18.65,-0.2283138401559453,A10,14.24,109.2,95.0,63.4,3.39,105.4,102.0,A 10,2.7,6.7,27.0,9.0,67.8,60.8,6.92,4.06,2.88,8.1,10.98,-0.0480263157894736
2015,2,NE,44,2,Virginia,54,7,Michigan St.,60,47,45,ACC,30.06,115.6,85.5,58.0,8.21,108.5,100.3,ACC,1.9,17.7,30.0,4.0,65.4,51.5,13.91,7.81,2.12,19.6,21.73,-0.4263157894736841,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,Big Ten,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3788200339558574
2015,2,SE,45,1,Duke,68,8,San Diego St.,49,49,51,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,ACC,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.2414108187134504,MWC,15.95,104.9,89.0,60.4,3.63,106.1,102.5,Mountain West,-3.3,11.0,27.0,9.0,61.8,53.9,7.97,4.24,-2.5,14.31,11.81,-0.3989661654135338
2015,2,SE,46,4,Georgetown,64,5,Utah,75,55,53,BE,19.13,114.3,95.1,64.0,10.23,110.5,100.3,Big East,6.0,4.3,22.0,11.0,70.9,65.2,5.67,9.81,8.11,7.37,15.48,-0.0852272727272726,P12,27.24,116.4,89.2,60.5,8.19,108.8,100.6,Pac-12,5.0,11.3,26.0,9.0,71.3,57.1,14.2,7.42,6.09,14.89,20.98,0.1813322368421052
2015,2,SE,47,11,UCLA,92,14,UAB,75,58,60,P12,14.65,112.9,98.2,65.8,8.4,107.9,99.5,Pac-12,5.8,-1.0,22.0,14.0,71.9,68.1,3.81,8.27,8.94,3.14,12.07,0.3679511278195489,CUSA,3.06,104.9,101.9,64.7,0.29,103.9,103.6,C-USA,1.9,-1.3,20.0,16.0,68.8,68.1,0.67,1.62,1.98,-0.05,1.94,-0.0891148325358851
2015,2,SE,48,2,Gonzaga,87,7,Iowa,69,63,61,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,WCC,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.1331578947368421,B10,19.02,114.2,95.1,63.7,8.58,108.9,100.4,Big Ten,5.6,6.5,22.0,12.0,69.8,62.3,7.44,8.39,7.02,8.81,15.83,-0.1828947368421052
2015,3,NW,49,1,Kentucky,78,5,West Virginia,39,1,5,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,SEC,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.4377055921052632,B12,17.64,112.6,94.9,67.9,9.56,108.9,99.3,Big 12,8.0,3.5,25.0,10.0,72.6,66.8,5.83,9.29,10.53,4.59,15.12,0.1641081871345029
2015,3,NW,50,3,Notre Dame,81,7,Wichita St.,70,11,13,ACC,24.96,125.4,100.4,63.4,7.59,107.7,100.1,ACC,13.0,2.8,32.0,6.0,78.0,65.8,12.21,7.02,14.99,4.24,19.23,-0.0560941828254847,MVC,22.21,115.8,93.6,62.3,3.24,105.5,102.3,MVC,5.1,8.6,30.0,5.0,70.3,57.4,12.91,3.68,5.57,9.99,15.56,0.0741626794258373
2015,3,SW,51,1,Wisconsin,79,4,North Carolina,72,17,23,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,Big Ten,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2757675438596491,ACC,23.85,119.1,95.3,69.2,12.76,111.1,98.3,ACC,14.9,2.9,26.0,12.0,77.7,68.8,8.87,11.76,17.1,3.54,20.63,0.4583978328173375
2015,3,SW,52,2,Arizona,68,6,Xavier,60,31,25,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,Pac-12,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1994969040247677,BE,19.49,116.6,97.1,65.0,10.29,109.5,99.2,Big East,8.4,1.1,23.0,14.0,73.3,67.4,5.95,9.48,11.02,4.4,15.42,0.090080971659919
2015,3,NE,53,4,Louisville,75,8,North Carolina St.,65,39,35,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,ACC,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3717105263157896,ACC,15.93,114.9,98.9,64.1,9.84,109.3,99.5,ACC,6.4,4.0,22.0,14.0,70.1,65.8,4.39,9.72,8.3,5.8,14.11,0.2023993808049536
2015,3,NE,54,3,Oklahoma,58,7,Michigan St.,62,43,45,B12,22.8,112.5,89.7,66.7,11.0,110.2,99.2,Big 12,7.4,6.6,24.0,11.0,71.5,62.7,8.71,9.94,9.42,9.23,18.65,-0.2283138401559453,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,Big Ten,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3788200339558574
2015,3,SE,55,1,Duke,63,5,Utah,57,49,53,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,ACC,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.2414108187134504,P12,27.24,116.4,89.2,60.5,8.19,108.8,100.6,Pac-12,5.0,11.3,26.0,9.0,71.3,57.1,14.2,7.42,6.09,14.89,20.98,0.1813322368421052
2015,3,SE,56,2,Gonzaga,74,11,UCLA,62,63,58,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,WCC,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.1331578947368421,P12,14.65,112.9,98.2,65.8,8.4,107.9,99.5,Pac-12,5.8,-1.0,22.0,14.0,71.9,68.1,3.81,8.27,8.94,3.14,12.07,0.3679511278195489
2015,4,NW,57,1,Kentucky,68,3,Notre Dame,66,1,11,SEC,36.91,121.3,84.4,62.4,8.58,108.7,100.1,SEC,10.3,13.6,38.0,1.0,74.4,54.3,20.05,8.67,11.55,17.18,28.72,0.4377055921052632,ACC,24.96,125.4,100.4,63.4,7.59,107.7,100.1,ACC,13.0,2.8,32.0,6.0,78.0,65.8,12.21,7.02,14.99,4.24,19.23,-0.0560941828254847
2015,4,SW,58,1,Wisconsin,85,2,Arizona,78,17,31,B10,33.72,129.0,95.2,58.7,11.03,109.8,98.8,Big Ten,10.4,11.3,36.0,4.0,72.5,58.2,14.33,10.29,10.53,14.08,24.61,0.2757675438596491,P12,32.36,119.9,87.5,65.8,7.37,108.3,100.9,Pac-12,10.7,8.9,34.0,4.0,76.6,59.7,16.92,7.41,13.24,11.09,24.33,-0.1994969040247677
2015,4,NE,59,4,Louisville,70,7,Michigan St.,76,39,45,ACC,21.21,110.2,88.9,64.6,9.69,109.5,99.8,ACC,5.1,9.8,27.0,9.0,69.0,59.8,9.14,8.98,6.4,11.73,18.12,0.3717105263157896,B10,21.72,116.6,94.9,63.1,10.49,110.3,99.8,Big Ten,7.6,6.2,27.0,12.0,71.1,63.6,7.46,10.0,9.54,7.92,17.46,0.3788200339558574
2015,4,SE,60,1,Duke,66,2,Gonzaga,52,49,63,ACC,32.48,124.5,92.0,65.8,11.17,110.7,99.5,ACC,16.4,6.0,35.0,4.0,79.3,64.2,15.1,9.87,17.28,7.69,24.97,0.2414108187134504,WCC,27.78,121.7,93.9,64.7,4.37,107.3,102.9,WCC,11.5,4.9,35.0,3.0,78.7,61.7,17.0,5.12,13.08,8.04,21.12,0.1331578947368421
